Scene;Type;AgentCount;AvgFPS;MinFPS;MaxFPS;1PercentLowFPS;AvgFrameTime_ms
OOP-Cars;OOP;25;442.21;62.56;593.19;366.08;2.2614
OOP-Cars;OOP;50;299.52;156.02;502.47;161.64;3.3387
OOP-Cars;OOP;75;325.67;71.25;514.23;167.20;3.0706
OOP-Cars;OOP;100;363.44;312.29;452.72;336.55;2.7515
OOP-Cars;OOP;125;355.15;289.63;444.07;314.15;2.8157
OOP-Cars;OOP;150;347.70;288.61;437.67;319.42;2.8760
OOP-Cars;OOP;175;337.00;281.67;423.62;302.77;2.9674
OOP-Cars;OOP;200;327.90;272.09;414.88;293.31;3.0497
